Site,Species,Plot,Position,Tag_ID,Population,GreenhouseID,Clone,Endo
SON,ELVI,7,13,D_SE7_13,PALM,222-A,AD,1
SON,ELVI,7,12,D_SE7_12,PALM,225,AD,1
SON,ELVI,7,11,D_SE7_11,JLP,110-5A-1U,NA,0
SON,ELVI,7,10,D_SE7_10,JLP,110-2A-13D,AM,1
SON,ELVI,7,1,D_SE7_1,RL5,C38,NA,1
SON,ELVI,8,9,D_SE8_9,JLP,110-5A-1J,NA,0
SON,ELVI,8,8,D_SE8_8,RL5,D46,NA,1
SON,ELVI,8,7,D_SE8_7,PALM,121L,NA,0
SON,ELVI,8,6,D_SE8_6,PALM,121U,NA,0
SON,ELVI,8,5,D_SE8_5,PALM,121B,NA,0
SON,ELVI,8,4,D_SE8_4,JLP,110-5A-1G,NA,0
SON,ELVI,8,3,D_SE8_3,PALM,B29,NA,1
SON,ELVI,8,2,D_SE8_2,RL5,C45,NA,0
SON,ELVI,8,15,D_SE8_15,JLP,110-5A-1M,NA,0
SON,ELVI,8,14,D_SE8_14,PALM,79,AC,0
SON,ELVI,8,13,D_SE8_13,PALM,121Y,NA,0
SON,ELVI,8,12,D_SE8_12,JLP,110-2a-13-c,AH,1
SON,ELVI,8,11,D_SE8_11,PALM,B7,NA,0
SON,ELVI,8,10,D_SE8_10,HUNT,F19,NA,0
SON,ELVI,8,1,D_SE8_1,PALM,121V,NA,0
